 ******* Program HYDRUS
 ******* Welcome to HYDRUS-1D                                                    
 Date:   9.10.    Time:  14: 8:15
 Units: L = m    , T = days , M = mmol 


    n      depth     THr       THs       hs       Ks        Ks/KsTop     Beta      Ah        AK        ATh
  571      3.42     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  572      3.43     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  573      3.43     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  574      3.44     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  575      3.44     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  576      3.45     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  577      3.46     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  578      3.46     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  579      3.47     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  580      3.47     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  581      3.48     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  582      3.49     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  583      3.49     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  584      3.50     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  585      3.50     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  586      3.51     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  587      3.52     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  588      3.52     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  589      3.53     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  590      3.53     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  591      3.54     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  592      3.55     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  593      3.55     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  594      3.56     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  595      3.56     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  596      3.57     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  597      3.58     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  598      3.58     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  599      3.59     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  600      3.59     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  601      3.60     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  602      3.61     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  603      3.61     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  604      3.62     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  605      3.62     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  606      3.63     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  607      3.64     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  608      3.64     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  609      3.65     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  610      3.65     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  611      3.66     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  612      3.67     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  613      3.67     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  614      3.68     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  615      3.68     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  616      3.69     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  617      3.70     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  618      3.70     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  619      3.71     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  620      3.71     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  621      3.72     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  622      3.73     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  623      3.73     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  624      3.74     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  625      3.74     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  626      3.75     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  627      3.76     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  628      3.76     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  629      3.77     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  630      3.77     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  631      3.78     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  632      3.79     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  633      3.79     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  634      3.80     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  635      3.80     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  636      3.81     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  637      3.82     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  638      3.82     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  639      3.83     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  640      3.83     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  641      3.84     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  642      3.85     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  643      3.85     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  644      3.86     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  645      3.86     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  646      3.87     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  647      3.88     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  648      3.88     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  649      3.89     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  650      3.89     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  651      3.90     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  652      3.91     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  653      3.91     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  654      3.92     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  655      3.92     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  656      3.93     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  657      3.94     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  658      3.94     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  659      3.95     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  660      3.95     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  661      3.96     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  662      3.97     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  663      3.97     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  664      3.98     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  665      3.98     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  666      3.99     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  667      4.00     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  668      4.00     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  669      4.01     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  670      4.01     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  671      4.02     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  672      4.03     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  673      4.03     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  674      4.04     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  675      4.04     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  676      4.05     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  677      4.06     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  678      4.06     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  679      4.07     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  680      4.07     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  681      4.08     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  682      4.09     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  683      4.09     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  684      4.10     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  685      4.10     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  686      4.11     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  687      4.12     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  688      4.12     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  689      4.13     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  690      4.13     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  691      4.14     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  692      4.15     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  693      4.15     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  694      4.16     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  695      4.16     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  696      4.17     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  697      4.18     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  698      4.18     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  699      4.19     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  700      4.19     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  701      4.20     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  702      4.21     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  703      4.21     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  704      4.22     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  705      4.22     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  706      4.23     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  707      4.24     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  708      4.24     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  709      4.25     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  710      4.25     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  711      4.26     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  712      4.27     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  713      4.27     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  714      4.28     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  715      4.28     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  716      4.29     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  717      4.30     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  718      4.30     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  719      4.31     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  720      4.31     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  721      4.32     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  722      4.33     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  723      4.33     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  724      4.34     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  725      4.34     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  726      4.35     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  727      4.36     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  728      4.36     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  729      4.37     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  730      4.37     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  731      4.38     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  732      4.39     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  733      4.39     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  734      4.40     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  735      4.40     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  736      4.41     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  737      4.42     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  738      4.42     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  739      4.43     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  740      4.43     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  741      4.44     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  742      4.45     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  743      4.45     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  744      4.46     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  745      4.46     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  746      4.47     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  747      4.48     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  748      4.48     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  749      4.49     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  750      4.49     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  751      4.50     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  752      4.51     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  753      4.51     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  754      4.52     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  755      4.52     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  756      4.53     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  757      4.54     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  758      4.54     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  759      4.55     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  760      4.55     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  761      4.56     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  762      4.57     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  763      4.57     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  764      4.58     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  765      4.58     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  766      4.59     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  767      4.60     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  768      4.60     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  769      4.61     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  770      4.61     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  771      4.62     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  772      4.63     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  773      4.63     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  774      4.64     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  775      4.64     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  776      4.65     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  777      4.66     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  778      4.66     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  779      4.67     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  780      4.67     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  781      4.68     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  782      4.69     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  783      4.69     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  784      4.70     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  785      4.70     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  786      4.71     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  787      4.72     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  788      4.72     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  789      4.73     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  790      4.73     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  791      4.74     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  792      4.75     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  793      4.75     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  794      4.76     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  795      4.76     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  796      4.77     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  797      4.78     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  798      4.78     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  799      4.79     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  800      4.79     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  801      4.80     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  802      4.81     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  803      4.81     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  804      4.82     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  805      4.82     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  806      4.83     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  807      4.84     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  808      4.84     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  809      4.85     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  810      4.85     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  811      4.86     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  812      4.87     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  813      4.87     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  814      4.88     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  815      4.88     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  816      4.89     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  817      4.90     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  818      4.90     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  819      4.91     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  820      4.91     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  821      4.92     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  822      4.93     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  823      4.93     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  824      4.94     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  825      4.94     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  826      4.95     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  827      4.96     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  828      4.96     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  829      4.97     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  830      4.97     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  831      4.98     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  832      4.99     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  833      4.99     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  834      5.00     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  835      5.00     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  836      5.01     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  837      5.02     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  838      5.02     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  839      5.03     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  840      5.03     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  841      5.04     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  842      5.05     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  843      5.05     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  844      5.06     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  845      5.06     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  846      5.07     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  847      5.08     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  848      5.08     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  849      5.09     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  850      5.09     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  851      5.10     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  852      5.11     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  853      5.11     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  854      5.12     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  855      5.12     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  856      5.13     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  857      5.14     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  858      5.14     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  859      5.15     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  860      5.15     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  861      5.16     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  862      5.17     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  863      5.17     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  864      5.18     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
  865      5.18     0.045     0.430      -0.0   0.713E+01     1.000     0.000     1.000     1.000     1.000
